log_id,timestamp,ticker,contract_type,setup_quality,confluence_score,bias,price_at_scan,strike,stock_target,stop_level,expiry,entry_trigger,freshness_consumed_pct,freshness_stale,em_pct,target_em_ratio,target_adjusted,checked,checked_at,outcome_price,max_favorable_pct,max_adverse_pct,hit_target,hit_stop,entry_triggered,result
MSFT_20260706T153446.693479,2026-07-06T15:34:46.693479,MSFT,PUT,MODERATE,58,BEARISH,386.48,385.0,380.5,15.0,1DTE,,,,,,,yes,2026-07-22T15:35:45+00:00,383.05,0.12,0.09,no,yes,yes,LOSS
NVDA_20260706T153538.673807,2026-07-06T15:35:38.673807,NVDA,NONE,NO TRADE,38,NEUTRAL,196.31,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
QQQ_20260706T153635.157009,2026-07-06T15:36:35.157009,QQQ,NONE,NO TRADE,38,NEUTRAL,724.92,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
SPY_20260706T153732.080341,2026-07-06T15:37:32.080341,SPY,NONE,NO TRADE,42,NEUTRAL,750.5,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
TSLA_20260706T153836.282012,2026-07-06T15:38:36.282012,TSLA,NONE,NO TRADE,42,NEUTRAL,412.17,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
AAPL_20260706T160207.508818,2026-07-06T16:02:07.508818,AAPL,PUT,LOW CONVICTION,52,BEARISH,313.52,312.0,307.0,15.0,1DTE,,,,,,,yes,2026-07-22T15:35:45+00:00,313.26,0.41,0.0,no,yes,yes,LOSS
AMZN_20260706T160259.172393,2026-07-06T16:02:59.172393,AMZN,CALL,LOW CONVICTION,52,BULLISH,245.53,246.0,248.5,15.0,1DTE,,,,,,,yes,2026-07-22T15:35:45+00:00,243.56,0.92,0.64,no,no,yes,WIN
META_20260706T160357.860230,2026-07-06T16:03:57.860230,META,NONE,NO TRADE,42,NEUTRAL,592.15,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
MSFT_20260706T160447.483381,2026-07-06T16:04:47.483381,MSFT,PUT,MODERATE,58,BEARISH,385.54,385.0,378.0,15.0,1DTE,,,,,,,yes,2026-07-22T15:35:45+00:00,383.05,0.49,0.0,no,yes,yes,LOSS
NVDA_20260706T160541.624681,2026-07-06T16:05:41.624681,NVDA,NONE,NO TRADE,42,NEUTRAL,196.41,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
QQQ_20260706T160630.279832,2026-07-06T16:06:30.279832,QQQ,NONE,NO TRADE,38,NEUTRAL,725.47,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
SPY_20260706T160728.878767,2026-07-06T16:07:28.878767,SPY,NONE,NO TRADE,47,NEUTRAL,750.83,,,,,,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
TSLA_20260706T160820.726123,2026-07-06T16:08:20.726123,TSLA,PUT,MODERATE,58,BEARISH,416.73,415.0,403.0,15.0,1DTE,,,,,,,yes,2026-07-22T15:35:45+00:00,393.87,0.08,0.39,no,yes,yes,LOSS
AAPL_20260706T163206.668162,2026-07-06T16:32:06.668162,AAPL,PUT,MODERATE,58,BEARISH,312.0,310.0,305.0,15.0,1DTE,310.56,-0.247,no,,,,yes,2026-07-22T15:35:45+00:00,313.26,0.13,1.58,no,yes,yes,LOSS
AMZN_20260706T163306.965998,2026-07-06T16:33:06.965998,AMZN,NONE,NO TRADE,42,NEUTRAL,244.73,,,,,246.03,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
META_20260706T163400.398124,2026-07-06T16:34:00.398124,META,NONE,NO TRADE,42,NEUTRAL,592.46,,,,,597.23,,,,,,yes,2026-07-22T15:35:45+00:00,,,,,,,NO_TRADE
MSFT_20260706T163455.914902,2026-07-06T16:34:55.914902,MSFT,PUT,MODERATE,58,BEARISH,384.2,382.5,378.0,15.0,1DTE,383.0,-0.254,no,,,,yes,2026-07-22T15:35:46+00:00,383.05,0.34,0.6,no,yes,yes,LOSS
NVDA_20260706T163554.226704,2026-07-06T16:35:54.226704,NVDA,NONE,NO TRADE,38,NEUTRAL,196.79,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
QQQ_20260706T163647.088017,2026-07-06T16:36:47.088017,QQQ,NONE,NO TRADE,38,NEUTRAL,724.47,,,,,719.35,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
SPY_20260706T163742.377240,2026-07-06T16:37:42.377240,SPY,NONE,NO TRADE,41,NEUTRAL,750.59,,,0.0,,754.69,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
TSLA_20260706T163838.155811,2026-07-06T16:38:38.155811,TSLA,NONE,NO TRADE,42,NEUTRAL,418.09,,,,,405.0,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
AAPL_20260706T170201.593966,2026-07-06T17:02:01.593966,AAPL,PUT,MODERATE,58,BEARISH,312.74,312.0,307.5,15.0,1DTE,311.9,-0.189,no,,,,yes,2026-07-22T15:35:46+00:00,313.26,0.56,1.15,no,yes,yes,LOSS
AMZN_20260706T170259.690424,2026-07-06T17:02:59.690424,AMZN,NONE,NO TRADE,44,NEUTRAL,244.82,,,,,246.03,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
META_20260706T170352.934231,2026-07-06T17:03:52.934231,META,NONE,NO TRADE,42,NEUTRAL,592.83,,,,,597.18,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
MSFT_20260706T170448.931059,2026-07-06T17:04:48.931059,MSFT,NONE,NO TRADE,32,NEUTRAL,385.74,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
NVDA_20260706T170542.675043,2026-07-06T17:05:42.675043,NVDA,NONE,NO TRADE,38,NEUTRAL,196.55,,,,,192.53,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
QQQ_20260706T170638.813575,2026-07-06T17:06:38.813575,QQQ,NONE,NO TRADE,32,NEUTRAL,724.1,,,719.41,,719.41,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
SPY_20260706T170732.700142,2026-07-06T17:07:32.700142,SPY,NONE,NO TRADE,42,NEUTRAL,751.41,,,0.0,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
TSLA_20260706T170817.567105,2026-07-06T17:08:17.567105,TSLA,PUT,LOW CONVICTION,48,NEUTRAL,418.97,418.0,406.0,422.0,1DTE,415.0,-0.442,no,,,,yes,2026-07-22T15:35:46+00:00,393.87,0.36,1.2,no,no,yes,WIN
AAPL_20260706T173206.410440,2026-07-06T17:32:06.410440,AAPL,PUT,MODERATE,58,BEARISH,312.19,312.0,306.0,15.0,1DTE,311.8,-0.119,no,,,,yes,2026-07-22T15:35:46+00:00,313.26,0.53,1.18,no,yes,yes,LOSS
AMZN_20260706T173250.297802,2026-07-06T17:32:50.297802,AMZN,NONE,NO TRADE,52,NEUTRAL,245.51,,,,,246.03,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
META_20260706T173335.255225,2026-07-06T17:33:35.255225,META,CALL,LOW CONVICTION,52,LEANING,593.82,595.0,604.0,15.0,1DTE,595.5,-0.203,no,,,,yes,2026-07-22T15:35:46+00:00,603.07,1.06,0.29,no,no,yes,WIN
MSFT_20260706T173427.354265,2026-07-06T17:34:27.354265,MSFT,PUT,MODERATE,58,BEARISH,386.02,385.0,378.0,15.0,1DTE,386.8,0.102,no,,,,yes,2026-07-22T15:35:46+00:00,383.05,0.69,0.0,no,yes,yes,LOSS
NVDA_20260706T173513.604666,2026-07-06T17:35:13.604666,NVDA,PUT,MODERATE,62,BEARISH,195.92,195.0,192.53,15.0,1DTE,195.5,-0.152,no,,,,yes,2026-07-22T15:35:46+00:00,204.15,0.04,0.79,no,yes,yes,LOSS
QQQ_20260706T173558.645092,2026-07-06T17:35:58.645092,QQQ,PUT,LOW CONVICTION,52,BEARISH,722.19,720.0,714.0,15.0,1DTE,719.25,-0.573,no,,,,yes,2026-07-22T15:35:46+00:00,711.28,1.06,0.0,yes,yes,yes,LOSS
SPY_20260706T173647.964131,2026-07-06T17:36:47.964131,SPY,NONE,NO TRADE,38,NEUTRAL,750.41,,,,,752.89,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
TSLA_20260706T173737.396872,2026-07-06T17:37:37.396872,TSLA,NONE,NO TRADE,52,NEUTRAL,415.49,,,,,412.73,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
AAPL_20260706T180211.675498,2026-07-06T18:02:11.675498,AAPL,PUT,MODERATE,58,BEARISH,312.73,312.0,306.3,15.0,1DTE,312.8,0.002,no,,,,yes,2026-07-22T15:35:46+00:00,313.26,0.01,0.11,no,yes,yes,LOSS
AMZN_20260706T180258.635254,2026-07-06T18:02:58.635254,AMZN,NONE,NO TRADE,42,NEUTRAL,244.92,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
META_20260706T180355.944899,2026-07-06T18:03:55.944899,META,NONE,NO TRADE,42,NEUTRAL,594.61,,,,,612.91,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
MSFT_20260706T180447.505757,2026-07-06T18:04:47.505757,MSFT,PUT,MODERATE,68,BEARISH,384.25,384.0,378.0,15.0,1DTE,385.0,0.103,no,,,,yes,2026-07-22T15:35:46+00:00,383.05,0.86,0.08,no,yes,yes,LOSS
NVDA_20260706T180535.003301,2026-07-06T18:05:35.003301,NVDA,PUT,MODERATE,68,BEARISH,195.96,195.0,192.53,15.0,1DTE,195.5,-0.168,no,,,,yes,2026-07-22T15:35:46+00:00,204.15,0.04,0.79,no,yes,yes,LOSS
QQQ_20260706T180626.021230,2026-07-06T18:06:26.021230,QQQ,PUT,MODERATE,58,BEARISH,722.3,720.0,710.0,15.0,1DTE,723.91,0.117,no,,,,yes,2026-07-22T15:35:46+00:00,711.28,0.17,0.0,no,yes,yes,LOSS
SPY_20260706T180722.093741,2026-07-06T18:07:22.093741,SPY,NONE,NO TRADE,38,NEUTRAL,750.7,,,,,752.89,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
TSLA_20260706T180817.515546,2026-07-06T18:08:17.515546,TSLA,CALL,MODERATE,62,BULLISH,415.36,418.0,424.0,15.0,1DTE,416.5,-0.171,no,,,,yes,2026-07-22T15:35:46+00:00,393.87,0.31,0.5,no,no,yes,WIN
AAPL_20260706T183207.078979,2026-07-06T18:32:07.078979,AAPL,NONE,NO TRADE,52,NEUTRAL,313.35,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
AMZN_20260706T183253.811572,2026-07-06T18:32:53.811572,AMZN,CALL,MODERATE,55,BULLISH,245.39,246.0,249.5,15.0,1DTE,246.5,-0.358,no,,,,yes,2026-07-22T15:35:46+00:00,243.56,0.52,0.74,no,no,yes,WIN
META_20260706T183358.347112,2026-07-06T18:33:58.347112,META,CALL,MODERATE,61,BULLISH,601.29,605.0,611.0,15.0,1DTE,603.0,-0.148,no,,,,yes,2026-07-22T15:35:46+00:00,603.07,1.74,0.56,yes,no,yes,WIN
MSFT_20260706T183457.313518,2026-07-06T18:34:57.313518,MSFT,NONE,NO TRADE,38,NEUTRAL,386.56,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
NVDA_20260706T183545.471197,2026-07-06T18:35:45.471197,NVDA,NONE,NO TRADE,38,NEUTRAL,196.1,,,,,,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
QQQ_20260706T183643.853117,2026-07-06T18:36:43.853117,QQQ,NONE,NO TRADE,38,NEUTRAL,722.79,,,1.0,,718.9,,,,,,yes,2026-07-22T15:35:46+00:00,,,,,,,NO_TRADE
SPY_20260706T183739.542896,2026-07-06T18:37:39.542896,SPY,CALL,MODERATE,58,BULLISH,751.09,753.0,756.0,15.0,1DTE,752.89,-0.548,no,,,,yes,2026-07-22T15:35:46+00:00,745.29,0.0,0.0,no,no,no,NOT_TRIGGERED
TSLA_20260706T183840.126813,2026-07-06T18:38:40.126813,TSLA,CALL,MODERATE,62,BULLISH,416.84,420.0,424.0,15.0,1DTE,416.5,0.032,no,,,,yes,2026-07-22T15:35:46+00:00,393.87,0.42,0.14,no,no,yes,WIN
AAPL_20260707T133200.286819,2026-07-07T13:32:00.286819,AAPL,PUT,MODERATE,62,BEARISH,314.92,313.0,308.0,15.0,1DTE,312.94,-0.413,no,,,,yes,2026-07-22T15:35:47+00:00,316.18,0.59,0.0,no,yes,yes,LOSS
AMZN_20260707T133303.614475,2026-07-07T13:33:03.614475,AMZN,NONE,NO TRADE,52,NEUTRAL,246.82,248.0,252.0,,1DTE,248.0,,,,,,yes,2026-07-22T15:35:47+00:00,,,,,,,NO_TRADE
META_20260707T133409.698810,2026-07-07T13:34:09.698810,META,PUT,MODERATE,58,BEARISH,611.69,610.0,600.0,15.0,1DTE,609.0,-0.077,no,,,,yes,2026-07-22T15:35:47+00:00,631.48,0.04,1.15,no,yes,yes,LOSS
MSFT_20260707T133505.064355,2026-07-07T13:35:05.064355,MSFT,NONE,NO TRADE,42,NEUTRAL,393.76,,,,,387.43,,,,,,yes,2026-07-22T15:35:47+00:00,,,,,,,NO_TRADE
NVDA_20260707T133558.988606,2026-07-07T13:35:58.988606,NVDA,PUT,HIGH CONVICTION,74,BEARISH,192.7,192.0,188.5,15.0,1DTE,192.53,-0.047,no,,,,yes,2026-07-22T15:35:47+00:00,202.73,0.49,0.19,no,yes,yes,LOSS
QQQ_20260707T133653.866167,2026-07-07T13:36:53.866167,QQQ,PUT,HIGH CONVICTION,74,BEARISH,712.16,710.0,695.59,15.0,1DTE,715.0,0.103,no,,,,yes,2026-07-22T15:35:47+00:00,723.18,0.7,0.0,no,yes,yes,LOSS
SPY_20260707T133753.547942,2026-07-07T13:37:53.547942,SPY,PUT,MODERATE,58,BEARISH,749.57,749.0,744.7,15.0,1DTE,747.51,-0.808,no,,,,yes,2026-07-22T15:35:47+00:00,751.65,0.07,0.23,no,yes,yes,LOSS
TSLA_20260707T133840.277281,2026-07-07T13:38:40.277281,TSLA,PUT,MODERATE,58,BEARISH,415.8,415.0,407.0,15.0,1DTE,415.5,-0.075,no,,,,yes,2026-07-22T15:35:47+00:00,406.54,1.07,0.21,no,yes,yes,LOSS
AAPL_20260707T140158.764725,2026-07-07T14:01:58.764725,AAPL,PUT,MODERATE,62,BEARISH,311.14,310.0,305.0,15.0,1DTE,309.68,-0.378,no,,,,yes,2026-07-22T15:35:47+00:00,316.18,0.6,0.75,no,yes,yes,LOSS
AMZN_20260707T140256.518458,2026-07-07T14:02:56.518458,AMZN,NONE,NO TRADE,48,NEUTRAL,247.4,,,,,247.4,,,,,,yes,2026-07-22T15:35:47+00:00,,,,,,,NO_TRADE
META_20260707T140357.983641,2026-07-07T14:03:57.983641,META,NONE,NO TRADE,52,NEUTRAL,612.49,,,,,615.0,,,,,,yes,2026-07-22T15:35:47+00:00,,,,,,,NO_TRADE
MSFT_20260707T140454.884211,2026-07-07T14:04:54.884211,MSFT,NONE,NO TRADE,52,NEUTRAL,391.77,,,0.8,,,,,,,,yes,2026-07-22T15:35:47+00:00,,,,,,,NO_TRADE
NVDA_20260707T140547.801328,2026-07-07T14:05:47.801328,NVDA,PUT,HIGH CONVICTION,74,BEARISH,193.18,192.0,188.5,15.0,1DTE,192.53,-0.211,no,,,,yes,2026-07-22T15:35:48+00:00,202.73,0.56,0.27,no,yes,yes,LOSS
QQQ_20260707T140638.136108,2026-07-07T14:06:38.136108,QQQ,PUT,HIGH CONVICTION,72,BEARISH,710.64,708.0,695.4,15.0,1DTE,710.0,-0.062,no,,,,yes,2026-07-22T15:35:48+00:00,723.18,0.55,0.0,no,yes,yes,LOSS
SPY_20260707T140719.710900,2026-07-07T14:07:19.710900,SPY,PUT,MODERATE,58,BEARISH,748.85,748.0,742.0,15.0,1DTE,748.5,0.015,no,,,,yes,2026-07-22T15:35:48+00:00,751.65,0.32,0.0,no,yes,yes,LOSS
TSLA_20260707T140803.433788,2026-07-07T14:08:03.433788,TSLA,PUT,LOW CONVICTION,52,LEANING,413.73,412.0,404.0,15.0,1DTE,413.0,-0.038,no,,,,yes,2026-07-22T15:35:48+00:00,406.54,1.48,0.0,no,yes,yes,LOSS
AAPL_20260707T143202.050045,2026-07-07T14:32:02.050045,AAPL,PUT,MODERATE,58,BEARISH,311.29,310.0,307.5,15.0,1DTE,310.31,-0.473,no,,,,yes,2026-07-22T15:35:48+00:00,316.18,0.8,0.54,no,yes,yes,LOSS
AMZN_20260707T143253.163599,2026-07-07T14:32:53.163599,AMZN,PUT,MODERATE,58,BEARISH,245.01,245.0,241.5,15.0,1DTE,244.71,-0.153,no,,,,yes,2026-07-22T15:35:48+00:00,247.02,0.33,0.39,no,yes,yes,LOSS
META_20260707T143344.104759,2026-07-07T14:33:44.104759,META,CALL,LOW CONVICTION,52,NEUTRAL,610.52,615.0,622.0,15.0,1DTE,614.19,-0.44,no,,,,yes,2026-07-22T15:35:48+00:00,631.48,0.93,0.76,no,no,yes,WIN
MSFT_20260707T143427.280174,2026-07-07T14:34:27.280174,MSFT,NONE,NO TRADE,42,NEUTRAL,394.31,,,50.0,,,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
NVDA_20260707T143510.557771,2026-07-07T14:35:10.557771,NVDA,PUT,HIGH CONVICTION,72,BEARISH,191.81,191.0,188.0,194.62,1DTE,191.5,-0.046,no,,,,yes,2026-07-22T15:35:48+00:00,202.73,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260707T143607.932138,2026-07-07T14:36:07.932138,QQQ,PUT,HIGH CONVICTION,72,BEARISH,706.68,705.0,694.0,15.0,1DTE,706.0,-0.018,no,,,,yes,2026-07-22T15:35:48+00:00,723.18,0.08,0.25,no,yes,yes,LOSS
SPY_20260707T143649.717736,2026-07-07T14:36:49.717736,SPY,PUT,MODERATE,68,BEARISH,746.29,745.0,740.0,15.0,1DTE,747.58,0.183,no,,,,yes,2026-07-22T15:35:48+00:00,751.65,0.25,0.0,no,yes,yes,LOSS
TSLA_20260707T143737.118620,2026-07-07T14:37:37.118620,TSLA,PUT,MODERATE,58,BEARISH,409.33,407.0,399.0,15.0,1DTE,409.0,-0.057,no,,,,yes,2026-07-22T15:35:48+00:00,406.54,0.18,0.29,no,yes,yes,LOSS
AAPL_20260707T150150.479665,2026-07-07T15:01:50.479665,AAPL,NONE,NO TRADE,42,NEUTRAL,312.91,,,,,310.39,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
AMZN_20260707T150231.786292,2026-07-07T15:02:31.786292,AMZN,PUT,MODERATE,62,BEARISH,244.16,244.0,240.84,15.0,1DTE,244.0,-0.07,no,,,,yes,2026-07-22T15:35:48+00:00,247.02,0.39,0.0,no,yes,yes,LOSS
META_20260707T150326.267600,2026-07-07T15:03:26.267600,META,PUT,LOW CONVICTION,52,BEARISH,605.72,605.0,593.32,15.0,1DTE,603.5,-0.242,no,,,,yes,2026-07-22T15:35:48+00:00,631.48,0.27,2.05,no,yes,yes,LOSS
MSFT_20260707T150424.630329,2026-07-07T15:04:24.630329,MSFT,NONE,NO TRADE,38,NEUTRAL,393.12,,,,,388.68,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
NVDA_20260707T150520.200004,2026-07-07T15:05:20.200004,NVDA,PUT,HIGH CONVICTION,72,BEARISH,192.84,192.0,189.4,15.0,1DTE,192.53,-0.083,no,,,,yes,2026-07-22T15:35:48+00:00,202.73,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260707T150616.566062,2026-07-07T15:06:16.566062,QQQ,PUT,HIGH CONVICTION,72,BEARISH,707.67,705.0,694.99,15.0,1DTE,712.0,0.265,no,,,,yes,2026-07-22T15:35:48+00:00,723.18,0.78,0.0,no,yes,yes,LOSS
SPY_20260707T150659.067325,2026-07-07T15:06:59.067325,SPY,PUT,MODERATE,62,BEARISH,746.48,745.0,741.91,15.0,1DTE,747.5,0.182,no,,,,yes,2026-07-22T15:35:48+00:00,751.65,0.23,0.0,no,yes,yes,LOSS
TSLA_20260707T150744.760655,2026-07-07T15:07:44.760655,TSLA,PUT,MODERATE,58,BEARISH,408.78,405.0,399.0,15.0,1DTE,405.15,-0.564,no,,,,yes,2026-07-22T15:35:48+00:00,406.54,0.17,0.42,no,yes,yes,LOSS
AAPL_20260707T153157.470612,2026-07-07T15:31:57.470612,AAPL,NONE,NO TRADE,42,NEUTRAL,313.98,,,,,317.4,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
AMZN_20260707T153238.586309,2026-07-07T15:32:38.586309,AMZN,PUT,MODERATE,62,BEARISH,243.31,243.0,238.5,15.0,1DTE,243.0,-0.071,no,,,,yes,2026-07-22T15:35:48+00:00,247.02,0.05,0.35,no,yes,yes,LOSS
META_20260707T153323.736371,2026-07-07T15:33:23.736371,META,NONE,NO TRADE,38,NEUTRAL,605.66,,,,,613.11,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
MSFT_20260707T153418.445950,2026-07-07T15:34:18.445950,MSFT,NONE,NO TRADE,42,NEUTRAL,393.43,,,395.5,,,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
NVDA_20260707T153457.522360,2026-07-07T15:34:57.522360,NVDA,PUT,MODERATE,62,BEARISH,193.25,192.5,189.5,194.5,1DTE,192.53,-0.185,no,,,,yes,2026-07-22T15:35:48+00:00,202.73,0.0,0.0,no,no,no,NOT_TRIGGERED
QQQ_20260707T153554.764487,2026-07-07T15:35:54.764487,QQQ,PUT,HIGH CONVICTION,72,BEARISH,706.92,705.0,694.0,15.0,1DTE,704.0,-0.284,no,,,,yes,2026-07-22T15:35:48+00:00,723.18,0.04,0.47,no,yes,yes,LOSS
SPY_20260707T153639.822086,2026-07-07T15:36:39.822086,SPY,PUT,MODERATE,68,BEARISH,745.93,745.0,739.0,15.0,1DTE,745.0,-0.178,no,,,,yes,2026-07-22T15:35:48+00:00,751.65,0.32,0.0,no,yes,yes,LOSS
TSLA_20260707T153726.965510,2026-07-07T15:37:26.965510,TSLA,PUT,MODERATE,62,BEARISH,406.28,405.0,399.0,15.0,1DTE,404.0,-0.358,no,,,,yes,2026-07-22T15:35:48+00:00,406.54,0.19,0.32,no,yes,yes,LOSS
AAPL_20260707T160150.420613,2026-07-07T16:01:50.420613,AAPL,PUT,MODERATE,58,BEARISH,314.21,313.0,309.5,15.0,1DTE,312.85,-0.345,no,,,,yes,2026-07-22T15:35:48+00:00,316.18,0.05,0.39,no,yes,yes,LOSS
AMZN_20260707T160236.409974,2026-07-07T16:02:36.409974,AMZN,PUT,MODERATE,62,BEARISH,243.82,243.0,240.5,15.0,1DTE,243.8,-0.03,no,,,,yes,2026-07-22T15:35:48+00:00,247.02,1.2,0.4,no,yes,yes,LOSS
META_20260707T160332.891389,2026-07-07T16:03:32.891389,META,NONE,NO TRADE,42,NEUTRAL,604.81,,,,,,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
MSFT_20260707T160426.291621,2026-07-07T16:04:26.291621,MSFT,NONE,NO TRADE,48,NEUTRAL,393.67,,,50.0,,395.0,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
NVDA_20260707T160554.890211,2026-07-07T16:05:54.890211,NVDA,NONE,NO TRADE,42,NEUTRAL,195.34,,,,,,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
QQQ_20260707T160642.705516,2026-07-07T16:06:42.705516,QQQ,PUT,MODERATE,68,BEARISH,710.25,708.0,700.0,15.0,1DTE,712.4,0.149,no,,,,yes,2026-07-22T15:35:48+00:00,723.18,0.23,0.09,no,yes,yes,LOSS
SPY_20260707T160731.048291,2026-07-07T16:07:31.048291,SPY,NONE,NO TRADE,42,NEUTRAL,747.89,,,744.36,,744.36,,,,,,yes,2026-07-22T15:35:48+00:00,,,,,,,NO_TRADE
TSLA_20260707T160822.027021,2026-07-07T16:08:22.027021,TSLA,PUT,MODERATE,62,BEARISH,407.28,405.0,399.0,15.0,1DTE,407.0,0.006,no,,,,yes,2026-07-22T15:35:48+00:00,406.54,0.07,0.24,no,yes,yes,LOSS
AAPL_20260707T163153.727772,2026-07-07T16:31:53.727772,AAPL,NONE,NO TRADE,52,NEUTRAL,313.15,,,,,311.24,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
AMZN_20260707T163241.840763,2026-07-07T16:32:41.840763,AMZN,NONE,NO TRADE,38,NEUTRAL,244.65,,,,,246.02,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
META_20260707T163326.595258,2026-07-07T16:33:26.595258,META,NONE,NO TRADE,38,NEUTRAL,606.82,,,,,613.5,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
MSFT_20260707T163409.070731,2026-07-07T16:34:09.070731,MSFT,NONE,NO TRADE,42,NEUTRAL,393.7,,,50.0,,395.29,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
NVDA_20260707T163454.742098,2026-07-07T16:34:54.742098,NVDA,NONE,NO TRADE,42,NEUTRAL,197.71,,,,,193.67,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
QQQ_20260707T163535.438821,2026-07-07T16:35:35.438821,QQQ,PUT,MODERATE,62,BEARISH,712.58,710.0,702.58,15.0,1DTE,711.32,-0.111,no,,,,yes,2026-07-22T15:35:49+00:00,723.18,0.08,0.2,no,yes,yes,LOSS
SPY_20260707T163631.651758,2026-07-07T16:36:31.651758,SPY,NONE,NO TRADE,38,NEUTRAL,748.57,,,,,752.89,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
TSLA_20260707T163717.213744,2026-07-07T16:37:17.213744,TSLA,PUT,MODERATE,68,BEARISH,407.36,405.0,399.0,15.0,1DTE,407.0,-0.071,no,,,,yes,2026-07-22T15:35:49+00:00,406.54,0.09,0.56,no,yes,yes,LOSS
AAPL_20260707T170158.088320,2026-07-07T17:01:58.088320,AAPL,NONE,NO TRADE,42,NEUTRAL,313.45,,,,,317.4,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
AMZN_20260707T170243.760811,2026-07-07T17:02:43.760811,AMZN,CALL,LOW CONVICTION,52,BULLISH,245.66,247.0,250.0,15.0,1DTE,246.1,-0.081,no,,,,yes,2026-07-22T15:35:49+00:00,247.02,0.55,3.19,no,no,yes,WIN
META_20260707T170326.302158,2026-07-07T17:03:26.302158,META,NONE,NO TRADE,38,NEUTRAL,607.56,,,,,,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
MSFT_20260707T170424.880723,2026-07-07T17:04:24.880723,MSFT,NONE,NO TRADE,52,NEUTRAL,394.15,,,50.0,,395.31,,,,,,yes,2026-07-22T15:35:49+00:00,,,,,,,NO_TRADE
NVDA_20260707T170507.199486,2026-07-07T17:05:07.199486,NVDA,PUT,LOW CONVICTION,52,BEARISH,197.85,197.0,192.53,15.0,1DTE,194.2,-2.404,no,,,,yes,2026-07-22T15:35:49+00:00,202.73,0.0,0.0,no,no,no,NOT_TRIGGERED
